"Location","Latitude","Longitude","NearbyProperties","NumNearbyProperties","NearbyEstablishments","NumNearbyEstablishments","AverageReviewsOfnearbyEstablishments"
"4621 Jefferson St, MO","39.04378","-94.59456","|2700 Gillham Rd, MO|3457 Holmes St, MO|1207 E Armour Blvd, MO|2980 Gillham Rd, MO|2901 Oak St, MO","5","Niecie's Restaurant|Plate Restaurant - Brookside|King's Table Soul Food|1VP Restaurant|The Classic Cookie & Cafe|Jalapenos Mexican Restaurant|Chaz on the Plaza|Seasons 52|JJ's Restaurant|Brooksider Sports Bar & Grill|Mattie's Foods:|Captain D's|King's Chef Chinese Food|Kabuki Sushi|Michael Forbes Bar & Grille|District. Pour House + Kitchen|Popeyes Louisiana Kitchen|The Bar West Plaza|Gram & Dun|Brio Italian Grille|The Cheesecake Factory|O’Dowd’s Gastrobar|First Watch|The Big Biscuit|Moti Mahal II|Mesob Restaurant & Rum Bar|Kobi Q Sushi|Jazz A Louisiana Kitchen|Tiki Taco|Harpo's|Cooper's Hawk Winery & Restaurants|TAILLEUR RESTAURANT|P.F. Chang's|Char Bar|Port Fonda|Gates Bar-B-Q|PotPie|Rozzelle Court Restaurant|Jerusalem Cafe|Johnny Jo's Pizzeria|Eddie V's Prime Seafood|Bo Lings|Café Sebastienne|Banksia - South Plaza|Chuy's|Rye Plaza|Tiki Taco|Ocean Prime|Zócalo|Grand Street Cafe|Fogo de Chão Brazilian Steakhouse|Cafe Trio|Chipotle Mexican Grill|The Mixx - Country Club Plaza|Jack Stack Barbecue - Plaza|Wah Gwan|Wings 'n Things Express|Buca di Beppo Italian Restaurant|Jax Fish House & Oyster Bar|Duck & Roll|Go Chicken Go|Gaels Public House & Sports|Kona Grill - Kansas City|Winstead's Steakburgers|True Food Kitchen|The Capital Grille|China Feast|The District Fish & Pasta House|The Granfalloon Restaurant And Bar|Stock Hill|American Slang|Chick-fil-A|Reggae Kitchen|The Melting Pot|Parker at The Fontaine|Urban Cafe|KIN LIN|eggtc.|Prime Sushi On Main|SPIN! Pizza|Yummi Crab|Friendship Chinese Restaurant|Minsky's Pizza|HomeGrown Kansas City - Brookside|Brookside Sushi|Sayachi Sushi|Peanut on Main|BLU HWY|Charlie Hooper's Brookside Bar & Grille|Brady & Fox|Osteria Il Centro|Mission Taco Joint - South Plaza|Aixois|Carmen's Cafe|Third Street Social South Plaza|Bella Napoli|Brookside Barrio|Pizza 51|La Fonda El Taquito|The Russell|Empanada Madness|Cliff's Taphouse|Lidia’s|Jack Stack Barbecue - Freight House|Fritz's|Unforked|Grünauer|Blvd Tavern|Curry In A Hurry Crown Center|Zaina Mediterranean Cuisine & Catering|Lazia|Room 39|Q39 - Midtown|Taste Island Grill|Fric & Frac|Cupini's|Beer Kitchen|La Bodega|Aladdin Cafe|Ragazza Food & Wine|Westport Cafe|This & That Eatery|McDonald's|Wendy's|Spectators|Popeyes Louisiana Kitchen|J'S Fish And Chicken|Bistro 303|KFC|Church's Texas Chicken|Earl's Premier|McDonald's|Shawarmar|J's Fish and Chicken Market|Haha's Pizza Hub|Church's Texas Chicken|Linwood Chinese Express|Brewer's Kitchen|Kitty's Cafe|Sharx Fish & Chicken|Succotash|Love Is Key Food And Dessert Innovation|Teocali Mexican Restaurant & Cantina|You Say Tomato|The Combine|Bob's Bar & Grill|Texas Tom's|The Fix!|Subway|Taco Bell|Lucky Dynasty|Brotha's Grill & Convenience Store|Fannie's West African Cuisine|Sankofa Cafe & Bar|Double Backz Breakfast and Burgers|The Foundation Westport 24hr Gym|The Hill Kansas City|RoKC Underground Bouldering Gym|Mayweather Boxing + Fitness|Orangetheory Fitness|Hitch Fit Gym - Kansas City, MO|Kansas City Barbell|Life Adapted Fitness|FIT STREET|CORE Strong Fitness|Union Hill Athletic Club|theGYMkc: Uptown|Campus Recreation at Swinney Center|MOJO Cycling Studio|CorePower Yoga|Pilates 1901|Power Life Yoga Barre Fitness - South Plaza|Superior Fit Body - Bootcamp , Group Fitness, Personal Training & In Home Training|Spears Personal Training|The Port KC Fitness and Performance|Planet Fitness|Chiefs Fit|Bodyfit KC|Uptown Theater|Metropolitan Ensemble Theatre (MET)|Unicorn Theatre|City Stage Theatre|Tivoli Cinemas|B&B Theatres KC Extreme Screen Union Station|Mesner Puppet Theater|The KC Improv Company at The Kick Comedy Theater|A to Z Theatrical Supply and Service, Inc.|The Arts Asylum|Strand Theater|Music Theater Heritage (MTH THEATER)|James C. Olson Performing Arts Center|Madrid Theatre|Community Christian Church|Trinity United Methodist Church|Trinity Family Midtown Church of the Nazarene|Macedonia Baptist Church|St Mark Hope and Peace Lutheran Church ELCA|Prince of Peace Missionary Church|St. James - Paseo|Metropolitan Missionary Baptist|St. James Catholic Church|Unity Temple on the Plaza|All Souls Unitarian Universalist Church|Center For Spiritual Living|St. Vincent de Paul Church|Mt Vernon Missionary Baptist|Beacon Light Seventh-day Adventist Church|St. Therese Little Flower Parish|Our Lady of Good Counsel Parish|Midtown Baptist Temple|Westport Presbyterian Church|Jacob's Well Church|St Paul's Episcopal Church|Paseo Baptist Church|Redeemer Fellowship|Victorious Life Church|City Life Church|Immanuel Lutheran Church|St. Francis Xavier Catholic Church|Our Lady of Guadalupe Shrine|Our Lady of Sorrows Parish|Our Lady of Perpetual Help Parish|Redemptorist Catholic Church|Kansas City United Church of Christ|Calvary Temple Baptist Church|St. Peter's Parish|Central United Methodist Church|Second Presbyterian Church|St. Andrew's Episcopal Church|Oak Grove Missionary Baptist Church|St. Mary of Egypt Orthodox Church|Jamison Memorial Temple CME|Paseo Academy of Fine and Performing Arts|Frontier School of Excellence|Ewing Marion Kauffman School|Brookside Charter School|University Academy|Foreign Language Academy|Allen Village School|Hogan Preparatory Academy High School|Cristo Rey Kansas City|Transformed Barber & Cosmetology Academy|160 Driving Academy of Kansas Cty|House of Heavilin Beauty College|UMKC School of Dentistry|Lee A Tolbert Community Academy|University Health Truman Medical Center|Research Medical Center|Saint Luke's Hospital of Kansas City|Children's Mercy Adele Hall Campus|Truman Medical Center Hospital Hill Emergency Room|Research Medical Center Brookside Campus|The Monarch Bar|Prime Social|Levee Bar & Grill|Yard Bar|Harry's Bar & Tables|Boogies Bar|Rhythm & Booze Downtown|Uptown Lounge|Chez Charlie|Westport Ale House|Ça Va|Twin City Tavern|Offkey Karaoke Lounge & Suites|Hamburger Mary's Kansas City|Side Kicks Saloon|Missie B's|Sidestreet Bar|Westport Flea Market|Ponak's Mexican Kitchen & Bar|Fountain Haus|Woody’s KC|Nine Zero One Rooftop Bar & Lounge|Gambal's Social Club|Kelly's Westport Inn|Red Door Woodfired Grill|miniBar|Johnny Kaw's|The Hi-Dive Lounge|Gilhouly's|The Fall|Fitz’s Blarney Stone|Brick House KC|Flying Horse Taproom|Dave's Stagecoach Inn|Boho Sway at Canary|Tin Roof|Goat & Rabbit|The Pressed Penny Tavern|Throwback KC|Julep|Tower Tavern|Pierpont's at Union Station|The Roasterie Brookside Café|Oddly Correct Coffee Bar|Crows Coffee | South Plaza|Hi Hat Coffee|Messenger Coffee Co.|Mother Earth Coffee Hyde Park|Anchor Island Coffee|Filling Station Coffee - Midtown|Messenger Coffee Co.|The Roasterie Café | Children's Mercy|Westport Coffee House|Cafe Corazon|Broadway Café|Vested Beacon Hill Coffee|The Roasterie Drive Thru|Dream Muscle Coffee|The Roasterie Factory Cafe|Café Ollama","312","4.36987179487179"
"2700 Gillham Rd, MO","39.07767","-94.57932","|4621 Jefferson St, MO|3457 Holmes St, MO|1207 E Armour Blvd, MO|2980 Gillham Rd, MO|2901 Oak St, MO","5","Chaz on the Plaza|Seasons 52|JJ's Restaurant|The Bar West Plaza|Gram & Dun|Brio Italian Grille|The Cheesecake Factory|O’Dowd’s Gastrobar|First Watch|The Big Biscuit|Moti Mahal II|Mesob Restaurant & Rum Bar|Kobi Q Sushi|Jazz A Louisiana Kitchen|Tiki Taco|Harpo's|Cooper's Hawk Winery & Restaurants|TAILLEUR RESTAURANT|P.F. Chang's|Char Bar|Port Fonda|Gates Bar-B-Q|PotPie|Rozzelle Court Restaurant|Jerusalem Cafe|Johnny Jo's Pizzeria|Eddie V's Prime Seafood|Bo Lings|Café Sebastienne|Banksia - South Plaza|Chuy's|Rye Plaza|Ocean Prime|Zócalo|Grand Street Cafe|Fogo de Chão Brazilian Steakhouse|Cafe Trio|Chipotle Mexican Grill|The Mixx - Country Club Plaza|Jack Stack Barbecue - Plaza|Buca di Beppo Italian Restaurant|Jax Fish House & Oyster Bar|Duck & Roll|Go Chicken Go|Kona Grill - Kansas City|Winstead's Steakburgers|True Food Kitchen|The Capital Grille|The Granfalloon Restaurant And Bar|Stock Hill|American Slang|Chick-fil-A|The Melting Pot|Parker at The Fontaine|KIN LIN|eggtc.|Prime Sushi On Main|SPIN! Pizza|Minsky's Pizza|Peanut on Main|BLU HWY|Osteria Il Centro|Mission Taco Joint - South Plaza|Third Street Social South Plaza|Pizza 51|Pizza Bar|Taps on Main|Habashi House|Anton's|Grinders Pizza|Le Fou Frog|The Farmhouse|CHARISSE KC|Yard House|Curry In A Hurry|Mission Taco Joint - East Crossroads|The Westside Local|Los Tules|Tavernonna Italian Kitchen|Extra Virgin|City Diner|Baramee Thai Bistro|Parlor|La Fonda El Taquito|The Russell|Novel Restaurant|Empanada Madness|Manny's Mexican Restaurant|Cliff's Taphouse|Lidia’s|Jack Stack Barbecue - Freight House|Fritz's|Anthony's|Unforked|The Rockhill Grille|Grünauer|Blvd Tavern|Farina|Curry In A Hurry Crown Center|Zaina Mediterranean Cuisine & Catering|Lazia|Room 39|Q39 - Midtown|Taste Island Grill|Fric & Frac|Cupini's|Beer Kitchen|La Bodega|Aladdin Cafe|Ragazza Food & Wine|Westport Cafe|Spectators|Taqueria Silvas|Arthur Bryant's Barbeque|Sura Eats|Popeyes Louisiana Kitchen|J'S Fish And Chicken|Bistro 303|KFC|McDonald's|Shawarmar|Haha's Pizza Hub|Church's Texas Chicken|The Soul Shack KC|Linwood Chinese Express|Brewer's Kitchen|Kitty's Cafe|Sharx Fish & Chicken|Italian Gardens Pizza - Dicapo Foods|Succotash|Love Is Key Food And Dessert Innovation|Soiree Southern Cajun Fusion Steakhouse|Smaxx|Teocali Mexican Restaurant & Cantina|You Say Tomato|The Combine|The Corner Bar & Grill|Texas Tom's|The Fix!|Subway|Taco Bell|Lucky Dynasty|Brotha's Grill & Convenience Store|Fannie's West African Cuisine|Sankofa Cafe & Bar|Double Backz Breakfast and Burgers|The Foundation Westport 24hr Gym|The Hill Kansas City|Pole Worx Fitness|RoKC Underground Bouldering Gym|Mayweather Boxing + Fitness|Low Kick Camp|Sequence Climb|Kirk Family YMCA|Orangetheory Fitness|Kansas City Wellness Club|9Round Fitness|Wellness Warehouse KC|Freight House Fitness (West Bottoms)|F45 Training Crossroads|Genesis Health Clubs - Power & Light|Hitch Fit Gym - Kansas City, MO|Kansas City Barbell|CrossFit on 18th|FIT STREET|CORE Strong Fitness|Union Hill Athletic Club|theGYMkc: Uptown|theGYMkc: Westside|theGYMkc: River Market|Campus Recreation at Swinney Center|MOJO Cycling Studio|CorePower Yoga|Linwood YMCA/James B. Nutter, Sr. Community Center|Power Life Yoga Barre Fitness - South Plaza|Spears Personal Training|The Port KC Fitness and Performance|Planet Fitness|Chiefs Fit|Bodyfit KC|Uptown Theater|Metropolitan Ensemble Theatre (MET)|Gem Theater|Folly Theater|Unicorn Theatre|City Stage Theatre|Tivoli Cinemas|B&B Theatres KC Extreme Screen Union Station|B&B Theatres Mainstreet KC at The Power & Light District|Arvest Bank Theatre at the Midland|Mesner Puppet Theater|The KC Improv Company at The Kick Comedy Theater|The Dinner Detective Murder Mystery Show - Kansas City, Missouri|The Bird Comedy Theater|Strand Theater|KCRep Copaken Stage|Kauffman Center for the Performing Arts|Music Theater Heritage (MTH THEATER)|James C. Olson Performing Arts Center|Madrid Theatre|Kansas City Music Hall|THE BLACK BOX in the West Bottoms|Community Christian Church|Trinity United Methodist Church|Trinity Family Midtown Church of the Nazarene|Resurrection Downtown|Macedonia Baptist Church|St Mark Hope and Peace Lutheran Church ELCA|The Church of Jesus Christ of Latter-day Saints|Mt. Pleasant Missionary Baptist Church|Prince of Peace Missionary Church|Metropolitan Missionary Baptist|St. James Catholic Church|Unity Temple on the Plaza|St. Monica Catholic Church|All Souls Unitarian Universalist Church|Center For Spiritual Living|Morning Star Missionary Baptist Church Of Jesus Christ|St. Vincent de Paul Church|Mt Vernon Missionary Baptist|Beacon Light Seventh-day Adventist Church|Our Lady of Good Counsel Parish|Midtown Baptist Temple|Westport Presbyterian Church|Jacob's Well Church|St Paul's Episcopal Church|Paseo Baptist Church|Redeemer Fellowship|Victorious Life Church|City Life Church|Immanuel Lutheran Church|Boone Tabernacle Church of God in Christ|Church of Scientology of Kansas City|Holy Rosary Catholic Church|St. Mary's Episcopal Church|Oratory of Old St. Patrick / ICKSP|Our Lady of Guadalupe Shrine|Our Lady of Sorrows Parish|Our Lady of Perpetual Help Parish|New Life CityChurch|Redemptorist Catholic Church|Calvary Temple Baptist Church|Christ Community Church - Downtown Campus|Palestine Missionary Baptist of Jesus Christ|Oak Grove Missionary Baptist Church|Friendship Baptist Church|Park Avenue Baptist Church|St. Mary of Egypt Orthodox Church|Jamison Memorial Temple CME|Grace United Community|St. Anthony Parish|Maranatha Family Worship Center|Paseo Academy of Fine and Performing Arts|Foreign Language Academy|Allen Village School|Lincoln College Preparatory Academy (High School)|Cristo Rey Kansas City|KIPP: Endeavor Academy|UMKC School of Dentistry|James Smith Driving School|Ea La Mar's Cosmetology & Barber College|Lee A Tolbert Community Academy|University Health Truman Medical Center|Saint Luke's Hospital of Kansas City|Children's Mercy Adele Hall Campus|Truman Medical Center Hospital Hill Emergency Room|Kansas City VA Medical Center|Tannin Wine Bar & Kitchen|The Monarch Bar|BRGR Kitchen + Bar|Prime Social|Green Lady Lounge|The Kansas City Juke House|Johnnie's Jazz Bar & Grille at The Power & Light District|Swordfish Tom's|Chartreuse Saloon|Prime Bar & Grill|PBR Big Sky: A Coors Banquet Bar|Harry's Country Club|The Mercury Room Bar|The Blue Line Hockey Bar|Levee Bar & Grill|Yard Bar|Harry's Bar & Tables|International Tap House - Crossroads|Boogies Bar|John's Big Deck|McFadden's Sports Saloon|SoT|No Other Pub by Sporting KC|Streetcar Grille & Tavern|Lucky Boys|Rhythm & Booze Downtown|The Quaff Sports Bar And Grill|Shark Bar|Zoo Bar|Uptown Lounge|Chez Charlie|Hotel Kansas City - The Unbound Collection by Hyatt|Bar K|Westport Ale House|King G - Bar and Delicatessen|Ça Va|Twin City Tavern|Offkey Karaoke Lounge & Suites|Old Folks Lounge|Hamburger Mary's Kansas City|Side Kicks Saloon|Missie B's|Sidestreet Bar|Westport Flea Market|Ponak's Mexican Kitchen & Bar|Fountain Haus|Woody’s KC|Nine Zero One Rooftop Bar & Lounge|Gambal's Social Club|Kelly's Westport Inn|miniBar|Johnny Kaw's|The Hi-Dive Lounge|Gilhouly's|Moretina's Caddy Shack|9th & State|Peanut Downtown|The Ship|Oak & Steel|Howl at the Moon Kansas City|DoubleTap KC|Johnny’s Tavern P&L|recordBar|P R's Place|Angel's Rock Bar|The Brick|Up-Down KC|Milwaukee Delicatessen Company|Cigar Box|Buffalo State Pizza Co. & Bar|Afterword Tavern & Shelves|JOLLY's at Chances Social|Drum Room|The Indie on Main|Nighthawk|The Fall|Fitz’s Blarney Stone|Brick House KC|Dave's Stagecoach Inn|Boho Sway at Canary|Tin Roof|Goat & Rabbit|The Pressed Penny Tavern|Throwback KC|Julep|KC DAIQUIRI SHOP|Pawn and Pint|The Kill Devil Club|The Blue Room|The Velvet Freeze Daiquiris|Mosaic Ultra Lounge|Tower Tavern|Pierpont's at Union Station|Lonnie’s Reno Club|Guy Fieri's Dive & Taco Joint|Dott Boss|The Phoenix|The Shady Lady|Leinie Lodge & Beer Garden|Made in KC Cafe|City Market Coffee|Spokes Coffee|Cafe|Thou Mayest - River Quay|Mildred's Food + Drink|Oddly Correct Coffee Bar|Crows Coffee | South Plaza|Starbucks|Messenger Coffee Co.|Mother Earth Coffee Hyde Park|Anchor Island Coffee|Filling Station Coffee - Midtown|Messenger Coffee Co.|Cafe Corazon|The Roasterie Café | Children's Mercy|HITIDES COFFEE|Westport Coffee House|Cafe Corazon|Core Coffee & Eatery|Broadway Café|Spokes Coffee|Cafe|Cyclery|Goat Hill Coffee & Soda|Vested Beacon Hill Coffee|Eleos Coffee House|The Roasterie Drive Thru|Made in KC Trolley Cafe - River Market|Scooter's Coffee|PH Coffee|Dream Muscle Coffee|Cafe Cà Phê|Messenger Coffee Co. + Ibis Bakery|The Roasterie Factory Cafe|Blip Roasters|Revocup Coffee|Vested Garment District Coffee|Java Garage LLC|Café Ollama","403","4.424317617866"
"3457 Holmes St, MO","39.06378","-94.57613","|4621 Jefferson St, MO|2700 Gillham Rd, MO|1207 E Armour Blvd, MO|2980 Gillham Rd, MO|2901 Oak St, MO","5","Chaz on the Plaza|Seasons 52|JJ's Restaurant|The Bar West Plaza|Gram & Dun|Brio Italian Grille|The Cheesecake Factory|O’Dowd’s Gastrobar|First Watch|The Big Biscuit|Moti Mahal II|Mesob Restaurant & Rum Bar|Kobi Q Sushi|Jazz A Louisiana Kitchen|Tiki Taco|Harpo's|Cooper's Hawk Winery & Restaurants|TAILLEUR RESTAURANT|P.F. Chang's|Char Bar|Port Fonda|Gates Bar-B-Q|PotPie|Rozzelle Court Restaurant|Jerusalem Cafe|Johnny Jo's Pizzeria|Eddie V's Prime Seafood|Bo Lings|Café Sebastienne|Banksia - South Plaza|Chuy's|Rye Plaza|Tiki Taco|Ocean Prime|Zócalo|Grand Street Cafe|Fogo de Chão Brazilian Steakhouse|Cafe Trio|Chipotle Mexican Grill|The Mixx - Country Club Plaza|Jack Stack Barbecue - Plaza|Wings 'n Things Express|Buca di Beppo Italian Restaurant|Jax Fish House & Oyster Bar|Duck & Roll|Go Chicken Go|Gaels Public House & Sports|Kona Grill - Kansas City|Winstead's Steakburgers|True Food Kitchen|The Capital Grille|The Granfalloon Restaurant And Bar|Stock Hill|American Slang|Chick-fil-A|Reggae Kitchen|The Melting Pot|Parker at The Fontaine|Urban Cafe|KIN LIN|eggtc.|Prime Sushi On Main|SPIN! Pizza|Minsky's Pizza|Peanut on Main|BLU HWY|Osteria Il Centro|Mission Taco Joint - South Plaza|Aixois|Third Street Social South Plaza|Pizza 51|Pizza Bar|Taps on Main|Anton's|Grinders Pizza|CHARISSE KC|Yard House|Curry In A Hurry|Mission Taco Joint - East Crossroads|The Westside Local|Los Tules|Tavernonna Italian Kitchen|Extra Virgin|Baramee Thai Bistro|Parlor|La Fonda El Taquito|The Russell|Novel Restaurant|Empanada Madness|Manny's Mexican Restaurant|Cliff's Taphouse|Lidia’s|Jack Stack Barbecue - Freight House|Fritz's|Anthony's|Unforked|The Rockhill Grille|Grünauer|Blvd Tavern|Farina|Curry In A Hurry Crown Center|Zaina Mediterranean Cuisine & Catering|Lazia|Room 39|Q39 - Midtown|Taste Island Grill|Fric & Frac|Cupini's|Beer Kitchen|La Bodega|Aladdin Cafe|Ragazza Food & Wine|Westport Cafe|Spectators|Taqueria Silvas|Arthur Bryant's Barbeque|Sura Eats|Popeyes Louisiana Kitchen|J'S Fish And Chicken|Bistro 303|KFC|Church's Texas Chicken|Earl's Premier|McDonald's|Shawarmar|J's Fish and Chicken Market|Haha's Pizza Hub|Church's Texas Chicken|The Soul Shack KC|Linwood Chinese Express|Brewer's Kitchen|Kitty's Cafe|Sharx Fish & Chicken|Italian Gardens Pizza - Dicapo Foods|Succotash|Love Is Key Food And Dessert Innovation|Soiree Southern Cajun Fusion Steakhouse|Smaxx|Teocali Mexican Restaurant & Cantina|You Say Tomato|The Combine|The Corner Bar & Grill|Bob's Bar & Grill|Texas Tom's|The Fix!|Subway|Taco Bell|Lucky Dynasty|Brotha's Grill & Convenience Store|Fannie's West African Cuisine|Sankofa Cafe & Bar|Double Backz Breakfast and Burgers|The Foundation Westport 24hr Gym|The Hill Kansas City|Pole Worx Fitness|RoKC Underground Bouldering Gym|Mayweather Boxing + Fitness|Low Kick Camp|Sequence Climb|Kirk Family YMCA|Orangetheory Fitness|Kansas City Wellness Club|9Round Fitness|Freight House Fitness (West Bottoms)|F45 Training Crossroads|Genesis Health Clubs - Power & Light|Hitch Fit Gym - Kansas City, MO|Kansas City Barbell|CrossFit on 18th|FIT STREET|CORE Strong Fitness|Union Hill Athletic Club|theGYMkc: Uptown|theGYMkc: Westside|Campus Recreation at Swinney Center|MOJO Cycling Studio|CorePower Yoga|Linwood YMCA/James B. Nutter, Sr. Community Center|Power Life Yoga Barre Fitness - South Plaza|Spears Personal Training|The Port KC Fitness and Performance|Planet Fitness|Chiefs Fit|Bodyfit KC|Uptown Theater|Metropolitan Ensemble Theatre (MET)|Gem Theater|Folly Theater|Unicorn Theatre|City Stage Theatre|Tivoli Cinemas|B&B Theatres KC Extreme Screen Union Station|B&B Theatres Mainstreet KC at The Power & Light District|Arvest Bank Theatre at the Midland|Mesner Puppet Theater|The KC Improv Company at The Kick Comedy Theater|The Dinner Detective Murder Mystery Show - Kansas City, Missouri|The Bird Comedy Theater|Strand Theater|KCRep Copaken Stage|Kauffman Center for the Performing Arts|Music Theater Heritage (MTH THEATER)|James C. Olson Performing Arts Center|Madrid Theatre|Kansas City Music Hall|THE BLACK BOX in the West Bottoms|Community Christian Church|Trinity United Methodist Church|Trinity Family Midtown Church of the Nazarene|Resurrection Downtown|Macedonia Baptist Church|St Mark Hope and Peace Lutheran Church ELCA|The Church of Jesus Christ of Latter-day Saints|Mt. Pleasant Missionary Baptist Church|Prince of Peace Missionary Church|St. James - Paseo|Metropolitan Missionary Baptist|St. James Catholic Church|Unity Temple on the Plaza|St. Monica Catholic Church|All Souls Unitarian Universalist Church|Center For Spiritual Living|Morning Star Missionary Baptist Church Of Jesus Christ|St. Vincent de Paul Church|Mt Vernon Missionary Baptist|Beacon Light Seventh-day Adventist Church|St. Therese Little Flower Parish|Our Lady of Good Counsel Parish|Midtown Baptist Temple|Westport Presbyterian Church|Jacob's Well Church|St Paul's Episcopal Church|Paseo Baptist Church|Redeemer Fellowship|Victorious Life Church|City Life Church|Immanuel Lutheran Church|St. Francis Xavier Catholic Church|Boone Tabernacle Church of God in Christ|Church of Scientology of Kansas City|St. Mary's Episcopal Church|Oratory of Old St. Patrick / ICKSP|Our Lady of Guadalupe Shrine|Our Lady of Sorrows Parish|Our Lady of Perpetual Help Parish|New Life CityChurch|Redemptorist Catholic Church|Calvary Temple Baptist Church|Christ Community Church - Downtown Campus|Central United Methodist Church|Second Presbyterian Church|Palestine Missionary Baptist of Jesus Christ|Community Fellowship Church|Oak Grove Missionary Baptist Church|Friendship Baptist Church|Park Avenue Baptist Church|St. Mary of Egypt Orthodox Church|Jamison Memorial Temple CME|Maranatha Family Worship Center|Paseo Academy of Fine and Performing Arts|Frontier School of Excellence|Foreign Language Academy|Allen Village School|Lincoln College Preparatory Academy (High School)|Cristo Rey Kansas City|KIPP: Endeavor Academy|House of Heavilin Beauty College|UMKC School of Dentistry|James Smith Driving School|Ea La Mar's Cosmetology & Barber College|Lee A Tolbert Community Academy|University Health Truman Medical Center|Saint Luke's Hospital of Kansas City|Children's Mercy Adele Hall Campus|Truman Medical Center Hospital Hill Emergency Room|Kansas City VA Medical Center|Tannin Wine Bar & Kitchen|The Monarch Bar|BRGR Kitchen + Bar|Prime Social|Green Lady Lounge|The Kansas City Juke House|Johnnie's Jazz Bar & Grille at The Power & Light District|Swordfish Tom's|Chartreuse Saloon|Prime Bar & Grill|PBR Big Sky: A Coors Banquet Bar|Harry's Country Club|The Mercury Room Bar|The Blue Line Hockey Bar|Levee Bar & Grill|Yard Bar|Harry's Bar & Tables|International Tap House - Crossroads|Boogies Bar|John's Big Deck|McFadden's Sports Saloon|SoT|No Other Pub by Sporting KC|Streetcar Grille & Tavern|Lucky Boys|Rhythm & Booze Downtown|The Quaff Sports Bar And Grill|Shark Bar|Zoo Bar|Uptown Lounge|Chez Charlie|Hotel Kansas City - The Unbound Collection by Hyatt|Westport Ale House|King G - Bar and Delicatessen|Ça Va|Twin City Tavern|Offkey Karaoke Lounge & Suites|Old Folks Lounge|Hamburger Mary's Kansas City|Side Kicks Saloon|Missie B's|Sidestreet Bar|Westport Flea Market|Ponak's Mexican Kitchen & Bar|Fountain Haus|Woody’s KC|Nine Zero One Rooftop Bar & Lounge|Gambal's Social Club|Kelly's Westport Inn|miniBar|Johnny Kaw's|The Hi-Dive Lounge|Gilhouly's|Peanut Downtown|The Ship|Oak & Steel|Howl at the Moon Kansas City|Johnny’s Tavern P&L|recordBar|P R's Place|Angel's Rock Bar|The Brick|Up-Down KC|Milwaukee Delicatessen Company|Cigar Box|Buffalo State Pizza Co. & Bar|Afterword Tavern & Shelves|JOLLY's at Chances Social|Drum Room|The Indie on Main|Nighthawk|The Fall|Fitz’s Blarney Stone|Brick House KC|Dave's Stagecoach Inn|Boho Sway at Canary|Tin Roof|Goat & Rabbit|The Pressed Penny Tavern|Throwback KC|Julep|KC DAIQUIRI SHOP|Pawn and Pint|The Kill Devil Club|The Blue Room|The Velvet Freeze Daiquiris|Mosaic Ultra Lounge|Tower Tavern|Pierpont's at Union Station|Lonnie’s Reno Club|Guy Fieri's Dive & Taco Joint|Dott Boss|The Phoenix|The Shady Lady|Leinie Lodge & Beer Garden|Made in KC Cafe|Spokes Coffee|Cafe|Mildred's Food + Drink|Oddly Correct Coffee Bar|Crows Coffee | South Plaza|Hi Hat Coffee|Starbucks|Messenger Coffee Co.|Mother Earth Coffee Hyde Park|Anchor Island Coffee|Filling Station Coffee - Midtown|Messenger Coffee Co.|Cafe Corazon|The Roasterie Café | Children's Mercy|HITIDES COFFEE|Westport Coffee House|Cafe Corazon|Broadway Café|Spokes Coffee|Cafe|Cyclery|Goat Hill Coffee & Soda|Vested Beacon Hill Coffee|The Roasterie Drive Thru|Made in KC Trolley Cafe - River Market|Scooter's Coffee|Dream Muscle Coffee|Messenger Coffee Co. + Ibis Bakery|The Roasterie Factory Cafe|Revocup Coffee|Vested Garment District Coffee|Java Garage LLC|Café Ollama","402","4.41044776119403"
